rank,date,year,month,phase,phase_description,day_of_year,coverage_points,coverage_percent,mean_precip,max_precip,min_precip,std_precip,mean_anomaly,max_anomaly,std_anomaly,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_extent_km,lon_extent_km,regions_affected,departments_affected,climate_zones_affected,intensity_concentration,spatial_dispersion,anomaly_severity,geographic_validation
369,1992-07-16,1992,7,Phase_2_pleine,Pleine saison,198,121,26.889,32.57153621389846,61.204,12.136754989624023,11.082992700192197,3.744018548930551,8.173,1.2317975593910495,13.461,-14.937,Kolda,Kolda,Zone soudanienne,12.625,-14.125,Kolda,Médina Yoro Foulah,3.25,4.75,361.79,514.2437768404142,13,27,3,0.0092213312695376,628.7596280229781,4.086742357621011,PASSED
373,1989-07-07,1989,7,Phase_2_pleine,Pleine saison,188,121,26.889,23.04182237830044,45.269,7.893328666687012,7.152976466447876,2.856162103822064,4.694,0.6473874659878376,13.637,-14.374,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.625,-15.125,Kolda,Kolda,4.25,5.0,473.11,540.9084951604668,13,25,3,0.0090609055780705,718.6202492532205,2.347109048904319,PASSED
374,2002-08-31,2002,8,Phase_2_pleine,Pleine saison,243,121,26.889,33.90483753740295,65.005,19.398361206054688,10.430017304336022,2.6126254004000646,4.601,0.5749580924335296,13.271,-14.28,Tambacounda,Tambacounda,Zone soudanienne,12.625,-13.125,Kédougou,Salémata,3.0,5.25,333.96,568.8228881690746,12,24,2,0.0090465611284977,659.6125768528884,2.300570440539353,PASSED
375,2014-07-01,2014,7,Phase_2_pleine,Pleine saison,182,121,26.889,13.377700419465372,24.842,5.323719024658203,4.120448405497547,2.6513182061175318,4.305,0.5491155936485684,14.971,-13.263,Matam,Kanel,Zone soudano-sahélienne,12.625,-12.875,Kédougou,Salémata,4.0,4.5,445.28,483.9368103139152,5,11,3,0.0090485072119325,657.6238420455925,2.1525265054404943,PASSED
378,1987-08-03,1987,8,Phase_2_pleine,Pleine saison,215,120,26.667,29.16453297138214,56.69,12.442649841308594,10.391372865507265,3.3973752206347263,7.029,1.0739808798557098,14.898,-12.545,Matam,Kanel,Zone soudano-sahélienne,13.875,-11.375,Kédougou,Saraya,3.0,3.25,333.96,349.6277959503877,3,7,3,0.0093912575501571,483.4965037501573,3.514708964292539,PASSED
381,2005-07-13,2005,7,Phase_2_pleine,Pleine saison,194,120,26.667,21.305922536055245,46.381,5.183308124542236,7.2025595674776985,3.0515612410666986,5.517,0.8470890964161146,14.525,-15.569,Kaffrine,Birkelane,Zone soudano-sahélienne,12.625,-16.625,Ziguinchor,Oussouye,4.25,3.25,473.11,350.2267181319728,13,31,3,0.0092856728030264,588.6355549858438,2.758705547076761,PASSED
382,1990-08-07,1990,8,Phase_2_pleine,Pleine saison,219,120,26.667,27.94644838174184,80.983,11.921792030334473,12.90966731460236,2.7474547367344018,5.388,0.6244614266086035,14.269,-15.578,Kaolack,Guinguinéo,Zone soudano-sahélienne,12.875,-16.375,Ziguinchor,Bignona,4.25,3.75,473.11,404.57211253638,13,31,3,0.0101115947661491,622.5043427496304,2.694112130013305,PASSED
383,2001-07-19,2001,7,Phase_2_pleine,Pleine saison,200,120,26.667,19.65081581672033,37.075,6.517263412475586,6.290655380165504,2.6933477266729664,5.15,0.7117911985648374,14.494,-14.433,Tambacounda,Koumpentoum,Zone soudano-sahélienne,12.375,-12.375,Kédougou,Kédougou,4.25,5.25,473.11,565.8304668332264,11,24,3,0.0091873166209261,737.5616446756887,2.574853649441629,PASSED
390,1996-08-11,1996,8,Phase_2_pleine,Pleine saison,224,118,26.222,27.926351571487167,51.624,12.53521728515625,9.144659889260142,2.8269096709753176,4.275,0.5914159302375898,14.511,-12.42,Tambacounda,Bakel,Zone soudano-sahélienne,13.375,-12.625,Tambacounda,Goudiry,4.25,2.75,473.11,296.3643026826068,3,9,3,0.0093832850125899,558.2695248753489,2.1375684985139056,PASSED
391,2016-07-19,2016,7,Phase_2_pleine,Pleine saison,201,118,26.222,21.777186943312824,40.59,7.982733726501465,6.998041859210932,2.6947233182593564,3.911,0.4347818020769498,14.176,-12.554,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-14.375,Kolda,Médina Yoro Foulah,4.25,4.5,473.11,485.6858979801772,5,14,3,0.0093496960628994,678.0293902160961,1.955676374077208,PASSED
394,1985-08-11,1985,8,Phase_2_pleine,Pleine saison,223,117,26.0,35.526286703908546,62.884,18.234561920166016,11.374040868549862,2.7741212520862906,4.756,0.5477808854623073,13.46,-14.298,Tambacounda,Tambacounda,Zone soudanienne,12.625,-16.125,Sédhiou,Goudomp,2.5,5.25,278.3,568.3783977025993,9,19,2,0.009423089169257,632.854553422407,2.377997318928797,PASSED
396,1986-08-03,1986,8,Phase_2_pleine,Pleine saison,215,116,25.778,52.60080386030263,87.421,10.24206829071045,18.212225546875896,4.863510166055999,10.302,1.816941678397124,13.577,-15.489,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,12.875,-16.625,Ziguinchor,Bignona,4.25,4.0,473.11,432.8364460717796,11,28,3,0.0096541249469554,641.2335390074732,5.151062070606076,PASSED
398,2013-08-09,2013,8,Phase_2_pleine,Pleine saison,221,116,25.778,43.58799781470463,72.353,19.8922176361084,14.300285801750386,3.1235107156842723,6.004,0.7919735141992928,13.235,-12.833,Tambacounda,Goudiry,Zone soudanienne,12.625,-14.125,Kolda,Médina Yoro Foulah,2.5,3.25,278.3,352.1806183803354,4,9,2,0.0095485820268868,448.86754257270087,3.0020869289677994,PASSED
399,2022-07-30,2022,7,Phase_2_pleine,Pleine saison,211,116,25.778,25.086226553752503,44.764,11.220284461975098,6.620196375319669,3.137846054978679,5.871,0.9819664861723362,15.024,-13.377,Matam,Kanel,Zone soudano-sahélienne,13.375,-16.625,Ziguinchor,Bignona,3.5,5.25,389.62,564.4517490894881,7,15,3,0.0092210514881878,685.8640619140082,2.9353255479580147,PASSED
402,2003-08-09,2003,8,Phase_2_pleine,Pleine saison,221,115,25.556,30.136056551725968,48.241,14.82806396484375,6.974864648420267,3.9220518540191134,7.611,1.3487816689480363,15.398,-13.074,Matam,Kanel,Zone soudano-sahélienne,15.125,-13.625,Matam,Ranérou,3.25,5.25,361.79,563.4511457189258,6,14,3,0.0091614536751065,669.6037644939506,3.805405622694589,PASSED
403,1995-08-16,1995,8,Phase_2_pleine,Pleine saison,228,115,25.556,35.441219479104745,70.629,16.952791213989258,10.54278696042277,3.411893084698215,7.063,1.1214579969063174,14.289,-13.509,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-16.625,Ziguinchor,Oussouye,4.25,5.75,473.11,620.2864945753439,12,26,3,0.0094651292877741,780.120758506379,3.531490817798012,PASSED
404,1999-08-16,1999,8,Phase_2_pleine,Pleine saison,228,115,25.556,29.127897469893743,79.298,12.156530380249023,10.459271787396691,2.994513752798165,6.604,0.8030414557103455,14.537,-15.468,Kaffrine,Birkelane,Zone soudano-sahélienne,13.875,-16.625,Fatick,Foundiougne,3.75,5.0,417.45,538.780925482893,12,27,3,0.0098168617079437,681.5786097650092,3.3020427572545805,PASSED
409,2016-07-23,2016,7,Phase_2_pleine,Pleine saison,205,115,25.556,24.4695938276208,44.342,11.581812858581545,6.872594836423493,2.977513493967314,4.933,0.6539406440666662,14.158,-12.73,Tambacounda,Goudiry,Zone soudano-sahélienne,12.625,-13.375,Kédougou,Salémata,4.0,3.25,445.28,350.79993502920075,4,9,3,0.0093815984797475,566.8640715960851,2.4664623261782697,PASSED
410,2006-08-29,2006,8,Phase_2_pleine,Pleine saison,241,115,25.556,30.54588107233462,67.092,19.1626033782959,9.724721143214476,2.5222826712179267,4.614,0.4582949264054557,13.787,-14.1,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-15.625,Sédhiou,Goudomp,3.25,5.0,361.79,540.5636783455739,10,27,3,0.0095770077572765,650.4622188559432,2.3070384115291938,PASSED
413,1995-07-21,1995,7,Phase_2_pleine,Pleine saison,202,114,25.333,25.88027885503936,54.511,9.993531227111816,9.223680670335211,3.076899443044279,6.157,0.8432631547709898,13.834,-12.453,Tambacounda,Goudiry,Zone soudano-sahélienne,12.625,-12.125,Kédougou,Kédougou,3.75,2.5,417.45,270.22677859930644,4,9,3,0.0098861365196433,497.2796270682709,3.0784756833643097,PASSED
415,1983-07-02,1983,7,Phase_2_pleine,Pleine saison,183,114,25.333,22.316927006370143,38.663,6.019183158874512,6.890304618877029,2.933877331925339,5.901,0.8599361365514057,13.669,-13.947,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.875,-13.875,Tambacounda,Tambacounda,3.0,5.25,333.96,567.8781937515711,8,18,2,0.0096081164320924,658.79808467849,2.950736579874711,PASSED
417,2014-08-18,2014,8,Phase_2_pleine,Pleine saison,230,114,25.333,25.1734927411665,61.496,13.275647163391112,8.284520663751954,2.993770311566214,4.379,0.6563422297808845,15.288,-13.095,Matam,Kanel,Zone soudano-sahélienne,12.375,-16.625,Ziguinchor,Oussouye,4.25,5.25,473.11,563.7481450780023,7,13,3,0.0097219721769246,735.9653752581627,2.189252429639561,PASSED
419,1996-08-04,1996,8,Phase_2_pleine,Pleine saison,217,113,25.111,53.27095860506581,114.876,21.644287109375,23.892702228007494,3.96798872302289,7.351,1.5827641589931405,13.046,-13.035,Tambacounda,Tambacounda,Zone soudanienne,12.625,-13.125,Kédougou,Salémata,2.0,3.75,222.64,406.6759915644367,4,9,2,0.0106297668560347,463.6312461724488,3.675362047165569,PASSED
423,1982-08-12,1982,8,Phase_2_pleine,Pleine saison,224,112,24.889,35.51133783374514,69.77,15.763150215148926,12.028075298892029,3.378388593118104,6.51,0.9719445630461034,13.977,-15.021,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,13.125,-15.125,Kolda,Kolda,4.0,3.25,445.28,351.0788892462901,10,20,3,0.0099529021210131,567.036742834544,3.254752245364848,PASSED
425,2004-08-21,2004,8,Phase_2_pleine,Pleine saison,234,112,24.889,27.768121659755707,44.901,15.569684028625488,6.577710058311887,2.484389080306027,3.51,0.3285260127259883,14.309,-14.914,Kaffrine,Koungheul,Zone soudano-sahélienne,12.625,-14.375,Kolda,Médina Yoro Foulah,3.5,4.5,389.62,485.3995903313156,12,28,3,0.0094295722324371,622.4279047960566,1.7550627545119528,PASSED
427,2015-08-09,2015,8,Phase_2_pleine,Pleine saison,221,111,24.667,33.836560275103594,71.508,12.86099338531494,12.853552051942534,4.6874008135944765,10.186,2.134266997236812,15.133,-15.639,Louga,Linguère,Zone soudano-sahélienne,14.875,-16.625,Thiès,Tivaouane,3.0,5.75,333.96,617.8946466416878,10,25,2,0.0103090316842359,702.3696090990528,5.09289773956354,PASSED
429,1987-08-22,1987,8,Phase_2_pleine,Pleine saison,234,111,24.667,27.631508389034785,50.157,13.745752334594728,9.413442883593266,3.2815752224501638,6.228,1.1032245359484982,15.362,-12.939,Matam,Kanel,Zone soudano-sahélienne,14.875,-13.375,Matam,Kanel,4.0,3.25,445.28,348.8638921362234,3,10,3,0.010054607187478,565.6680090710756,3.114054350916726,PASSED
431,2014-08-11,2014,8,Phase_2_pleine,Pleine saison,223,111,24.667,28.52072413332828,91.599,10.982426643371582,17.106221090900874,3.263130681018505,5.316,0.767609705924727,14.62,-15.168,Kaffrine,Koungheul,Zone soudano-sahélienne,12.375,-16.375,Ziguinchor,Oussouye,4.25,4.0,473.11,430.8616522354405,8,15,3,0.0122498974880839,639.9022002361405,2.6582177157554376,PASSED
440,2020-07-11,2020,7,Phase_2_pleine,Pleine saison,193,110,24.444,22.69298807924444,44.659,7.895291805267334,8.355805204434501,2.6199068431120414,3.746,0.3783158937131029,13.667,-13.633,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-16.375,Ziguinchor,Oussouye,4.25,5.25,473.11,567.8826394355735,9,19,3,0.010323447774537,739.1371690507207,1.8731717940067447,PASSED
443,1986-08-20,1986,8,Phase_2_pleine,Pleine saison,232,109,24.222,36.84002850033821,63.924,19.22962951660156,10.826860211244393,2.9192067424881274,5.276,0.7644674221468669,13.551,-14.932,Kolda,Kolda,Zone soudano-sahélienne,12.875,-16.625,Ziguinchor,Bignona,2.75,4.0,306.13,432.884546081904,9,20,2,0.0099667013062403,530.1929916186521,2.63824360512056,PASSED
445,2007-08-29,2007,8,Phase_2_pleine,Pleine saison,241,109,24.222,22.02316056697741,31.783,13.622084617614746,3.950553065139955,2.890300814008065,4.246,0.6000607133307396,15.75,-13.184,Matam,Matam,Zone sahélienne,16.125,-12.625,Matam,Matam,2.5,5.0,278.3,535.7025048020732,4,8,2,0.0094695212104728,603.6787692669963,2.1231264065171285,PASSED
449,2001-08-24,2001,8,Phase_2_pleine,Pleine saison,236,108,24.0,33.271999526906896,73.28,14.833209037780762,9.87670028330312,3.729502728276133,7.127,1.1930474015570427,14.985,-12.202,Matam,Kanel,Zone soudano-sahélienne,14.625,-12.625,Tambacounda,Bakel,3.5,2.0,389.62,215.06877483669493,3,5,3,0.0100751691391084,445.0374279594436,3.5636338198329973,PASSED
452,2023-07-20,2023,7,Phase_2_pleine,Pleine saison,201,108,24.0,15.69742179799963,25.241,7.391073226928711,3.5555655526906063,2.6402812006040817,4.233,0.5334661401665691,15.491,-13.11,Matam,Kanel,Zone soudano-sahélienne,16.375,-11.625,Matam,Matam,3.75,4.75,417.45,509.5604065444784,5,12,3,0.009734306684083,658.7232526203809,2.1163209802054475,PASSED
456,2016-07-15,2016,7,Phase_2_pleine,Pleine saison,197,107,23.778,21.98904863696232,33.704,11.317553520202637,5.266883889824683,2.7824750782256267,4.586,0.6597190612160556,14.246,-14.189,Tambacounda,Koumpentoum,Zone soudano-sahélienne,14.125,-14.375,Tambacounda,Koumpentoum,3.25,3.25,361.79,350.66446768841666,8,17,3,0.0098819746650982,503.84280952664255,2.292889197603857,PASSED
458,2012-08-25,2012,8,Phase_2_pleine,Pleine saison,238,107,23.778,25.47069805359172,41.175,13.106157302856444,5.765232513418528,2.813272265588384,4.251,0.5434366290854509,15.166,-12.314,Matam,Kanel,Zone soudano-sahélienne,14.875,-11.375,Matam,Kanel,3.75,2.75,417.45,295.46866244059794,3,7,3,0.0098246098716208,511.4354759981321,2.1253542031639734,PASSED
460,1994-08-08,1994,8,Phase_2_pleine,Pleine saison,220,107,23.778,21.79640988323176,34.598,11.613835334777832,5.157510905730195,2.614091382373109,4.037,0.4437380129074498,15.368,-13.812,Matam,Ranérou,Zone soudano-sahélienne,15.125,-13.875,Matam,Ranérou,2.25,4.5,250.47,483.02723896162655,6,13,2,0.0098690653120679,544.1052620910243,2.0187269586784606,PASSED
462,2011-07-02,2011,7,Phase_2_pleine,Pleine saison,183,106,23.556,14.87453159746134,29.764,5.695094585418701,6.112799643046841,3.155785389693921,8.696,1.2322515546996209,14.514,-15.756,Kaffrine,Birkelane,Zone soudano-sahélienne,12.375,-15.375,Sédhiou,Bounkiling,4.25,5.5,473.11,592.7216077594985,12,27,3,0.0110272266929946,758.3877417291268,4.348085862993417,PASSED
465,1981-07-29,1981,7,Phase_2_pleine,Pleine saison,210,106,23.556,28.6445804631935,52.177,12.26976203918457,8.471612403879186,3.6115143705048247,6.046,0.8391874595566993,14.89,-12.122,Matam,Kanel,Zone soudano-sahélienne,14.375,-11.875,Tambacounda,Bakel,3.75,2.25,417.45,242.05994065459785,3,6,3,0.0102591283270977,482.5531374830211,3.022933375191736,PASSED
