rank,date,source,total_area_km2,num_pixels_affected,coverage_percent,average_pixel_area_km2,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_mm,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_span_km,intensity_stats_mean_mm,intensity_stats_median_mm,intensity_stats_std_mm,intensity_stats_min_mm,intensity_stats_max_mm,intensity_stats_p25_mm,intensity_stats_p75_mm,intensity_stats_p90_mm,intensity_stats_p95_mm,intensity_stats_p99_mm,intensity_stats_mean_anomaly,intensity_stats_max_anomaly,intensity_stats_extreme_pixels_pct,geometry_metrics_lat_extent,geometry_metrics_lon_extent,geometry_metrics_lat_span_km,shape_metrics_total_area_km2,shape_metrics_equivalent_radius_km,shape_metrics_perimeter_approx_km,shape_metrics_compactness,shape_metrics_elongation,connectivity_num_clusters,connectivity_largest_cluster_size,connectivity_largest_cluster_ratio,connectivity_fragmentation_index,geographic_analysis_total_coordinates,geographic_analysis_valid_coordinates,intensity_density,anomaly_severity,spatial_concentration
649,1988-08-18,CHIRPS,83092.5390625,111,24.666666666666668,748.5814208984375,14.891829616113306,-16.012164646708225,Diourbel,Mbacké,Zone soudano-sahélienne,65.72167205810547,14.625,-16.625,Thiès,Thiès,4.25,3.0,473.10999999999996,33.13863752554129,30.46884536743164,10.831877455348625,17.041921615600586,65.72167205810547,24.193888664245605,38.73620796203613,48.01245880126953,55.60339546203613,64.09362106323245,3.624763256188468,7.036972196140147,63.06306306306306,4.25,3.0,473.10999999999996,83092.5390625,162.63201904296875,1021.84716796875,1.0000001192092896,0.4855205714702606,2,110,0.990990990990991,0.018018018018018018,111,111,33.12633584034552,3.624763256188468,0.1797546430634629
650,2001-06-06,CHIRPS,62472.5390625,83,18.444444444444443,752.6812133789062,13.50202016939647,-14.19175766113315,Tambacounda,Tambacounda,Zone soudano-sahélienne,29.464012145996094,13.125,-14.875,Kolda,Kolda,2.5,5.0,278.29999999999995,16.510490957512914,16.645122528076172,5.332210925375419,4.814449787139893,29.464012145996094,13.09443473815918,20.0278902053833,22.47905921936035,26.559614944457994,28.81202762603759,3.6007634435043596,6.549019973578777,60.24096385542169,2.5,5.0,278.29999999999995,62472.5390625,141.0164031982422,886.0322265625,1.0,1.9128433465957642,2,73,0.8795180722891566,0.024096385542168676,83,83,16.51880348074429,3.6007634435043596,0.18179977254692803
651,1984-10-05,CHIRPS,61998.640625,83,18.444444444444443,746.9715576171875,14.997099683288717,-13.024883527195723,Matam,Kanel,Zone soudano-sahélienne,22.668466567993164,13.875,-12.625,Tambacounda,Goudiry,3.0,5.75,333.96,9.254062606627683,8.152865409851074,4.062774614616662,4.142331123352051,22.668466567993164,6.013089656829834,10.988708972930908,15.250557136535644,17.203304481506343,19.31758804321286,3.4353885397867887,6.538624520739796,50.602409638554214,3.0,5.75,333.96,61998.640625,140.48052978515625,882.6652221679688,1.0000001192092896,1.7281384468078613,5,67,0.8072289156626506,0.060240963855421686,83,83,9.267032604665808,3.4353885397867887,0.2399631607922601
652,2005-08-11,CHIRPS,67155.34375,90,20.0,746.1704711914062,15.50586789978128,-15.409237030998364,Louga,Linguère,Zone sahélienne,37.7313232421875,15.375,-15.375,Louga,Linguère,4.25,3.0,473.10999999999996,22.508396244049074,21.803536415100098,4.801893740835457,12.334824562072754,37.7313232421875,19.521575450897217,24.73109483718872,27.901743888854988,31.820153045654298,37.582632293701174,3.2868730842328513,5.970667294439944,55.55555555555556,4.25,3.0,473.10999999999996,67155.34375,146.2060546875,918.6397705078125,0.9999999403953552,0.791280210018158,5,83,0.9222222222222223,0.05555555555555555,90,90,22.509427065859587,3.2868730842328513,0.11650129753868077
653,1981-07-03,CHIRPS,72880.53125,97,21.555555555555557,751.345703125,13.636474213587643,-14.28691242082375,Tambacounda,Tambacounda,Zone soudano-sahélienne,51.91543197631836,12.875,-16.625,Ziguinchor,Bignona,4.0,4.25,445.28,23.5002980674665,21.953866958618164,9.194019883474489,7.221316337585449,51.91543197631836,16.94415855407715,28.954429626464844,36.25297927856446,41.81513061523437,47.00027328491207,2.9605050275866827,5.574908319689006,43.29896907216495,4.0,4.25,445.28,72880.53125,152.31085205078125,956.997314453125,0.9999999403953552,0.8770976662635803,5,41,0.422680412371134,0.05154639175257732,97,97,23.53611904667184,2.9605050275866827,0.21518486728569708
654,1993-07-18,CHIRPS,78871.21875,105,23.333333333333332,751.1544799804688,13.984812363580366,-15.588094764442959,Kaolack,Nioro du Rip,Zone soudano-sahélienne,38.27470397949219,12.375,-14.875,Kolda,Kolda,3.25,3.5,361.78999999999996,23.200268572852725,22.55945587158203,4.656198015059288,14.186088562011719,38.27470397949219,20.348182678222656,25.036623001098633,27.98288536071778,34.89168701171875,36.45955490112304,2.6260188866382554,5.049374186637973,29.523809523809526,3.25,3.5,361.78999999999996,78871.21875,158.44711303710938,995.5526123046875,1.0,0.9240257143974304,2,101,0.9619047619047619,0.01904761904761905,105,105,23.209292330780535,2.6260188866382554,0.10622920807384717
655,2021-06-09,CHIRPS,62472.45703125,83,18.444444444444443,752.68017578125,13.418346747176164,-13.129788270174945,Tambacounda,Tambacounda,Zone soudanienne,33.75028991699219,12.875,-11.625,Kédougou,Saraya,2.75,5.0,306.13,15.195369306817112,14.164978981018066,6.246637664496069,4.579046249389648,33.75028991699219,10.646557807922363,20.067954063415527,23.326073074340815,26.7674871444702,29.11279052734371,2.5565351819816406,4.549224718577259,15.662650602409638,2.75,5.0,306.13,62472.45703125,141.0163116455078,886.0316162109375,1.0000001192092896,2.1593573093414307,5,41,0.4939759036144578,0.060240963855421686,83,83,15.208263526818536,2.5565351819816406,0.2324020635903823
656,2020-10-03,CHIRPS,61932.0234375,83,18.444444444444443,746.1689453125,15.247551223444868,-12.740763886560986,Matam,Kanel,Zone soudano-sahélienne,19.926898956298828,12.375,-11.625,Kédougou,Saraya,4.25,3.25,473.10999999999996,9.451580708285412,8.48691177368164,3.121782002351857,4.180863857269287,19.926898956298828,7.171777963638306,10.90115213394165,13.638456916809082,16.003388023376456,18.067864952087387,2.8994032561805234,4.47678093315316,39.75903614457831,4.25,3.25,473.10999999999996,61932.0234375,140.405029296875,882.1908569335938,1.0000001192092896,0.9963334798812866,5,71,0.8554216867469879,0.060240963855421686,83,83,9.46308201812169,2.8994032561805234,0.17741247672824367
657,2015-09-10,CHIRPS,78208.3359375,104,23.11111111111111,752.0032348632812,13.670344836392388,-14.962152801252001,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,46.24147415161133,12.375,-16.375,Ziguinchor,Oussouye,3.25,5.5,361.78999999999996,26.575801831025345,25.806961059570312,6.191874670974363,13.405348777770996,46.24147415161133,21.62598419189453,30.358338356018066,34.218312454223636,37.869644355773914,41.87333339691162,2.490823554333151,3.8652978423741495,22.115384615384617,3.25,5.5,361.78999999999996,78208.3359375,157.7798614501953,991.360107421875,1.0000001192092896,1.6998368501663208,6,66,0.6346153846153846,0.057692307692307696,104,104,26.59081317392426,2.490823554333151,0.13003616500074688
658,2004-09-27,CHIRPS,64140.6171875,86,19.11111111111111,745.8211059570312,15.391862365316523,-13.048415015224602,Matam,Kanel,Zone soudano-sahélienne,23.607336044311523,12.625,-12.125,Kédougou,Kédougou,4.25,5.25,473.10999999999996,12.277332982351613,11.320943832397461,3.1525917910398378,7.722898483276367,23.607336044311523,10.127173662185669,14.063246965408325,17.246773719787598,18.193220138549805,21.176607894897476,2.5886960724261234,3.4315549799680087,17.441860465116278,4.25,5.25,473.10999999999996,64140.6171875,142.8866424560547,897.7832641601562,1.0,1.1153864860534668,4,78,0.9069767441860465,0.046511627906976744,86,86,12.289603788267362,2.5886960724261234,0.13762018672064524
659,1986-08-02,CHIRPS,76011.9140625,101,22.444444444444443,752.5932006835938,13.42823953565694,-13.585664377828529,Tambacounda,Tambacounda,Zone soudanienne,67.87561798095703,12.875,-13.875,Tambacounda,Tambacounda,4.25,5.0,473.10999999999996,37.20115389682279,35.880558013916016,12.149957063759512,10.24206829071045,67.87561798095703,29.674104690551758,46.0939826965332,54.173458099365234,56.77912139892578,61.666690826416016,3.3248497720159786,8.582135223340133,44.554455445544555,4.25,5.0,473.10999999999996,76011.9140625,155.54852294921875,977.3402099609375,1.0000001192092896,1.1078131198883057,3,79,0.7821782178217822,0.0297029702970297,101,101,37.22862504129236,3.3248497720159786,0.18530293281025423
660,1989-07-14,CHIRPS,61077.0546875,82,18.22222222222222,744.8421020507812,15.848186977855505,-13.482065316690353,Matam,Matam,Zone sahélienne,39.213748931884766,15.625,-14.375,Matam,Ranérou,2.25,3.5,250.46999999999997,21.22768618420857,20.92763614654541,6.760528503960046,9.533687591552734,39.213748931884766,15.92794418334961,25.010273456573486,31.735006713867197,33.17940769195557,36.143990325927724,4.033730526826023,7.759983567189277,74.39024390243902,2.25,3.5,250.46999999999997,61077.0546875,139.43252563476562,876.0804443359375,1.0,1.5436431169509888,2,79,0.9634146341463414,0.024390243902439025,82,82,21.233039510156708,4.033730526826023,0.17964507041905553
661,2005-05-21,CHIRPS,61711.01953125,82,18.22222222222222,752.5734252929688,13.583416821777188,-13.709521155817786,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.123224258422852,13.625,-13.625,Tambacounda,Tambacounda,2.0,4.75,222.64,3.2951925920277105,2.9221452474594116,2.6617494898019767,0.1646866798400879,13.123224258422852,1.0392990708351135,4.658855557441711,6.499484634399415,8.303792405128481,10.892837514877312,3.8782823971918376,6.700443825149209,75.60975609756098,2.0,4.75,222.64,61711.01953125,140.154296875,880.6154174804688,1.0000001192092896,2.421809673309326,4,63,0.7682926829268293,0.04878048780487805,82,82,3.2962566446055637,3.8782823971918376,0.43634436172296587
662,1984-10-06,CHIRPS,61479.2421875,82,18.22222222222222,749.746826171875,14.275398223976957,-13.64959087239284,Tambacounda,Tambacounda,Zone soudano-sahélienne,20.9571475982666,14.125,-14.125,Tambacounda,Tambacounda,3.75,4.75,417.45,11.460336932321875,12.010072708129883,3.931630966843094,3.6579644680023193,20.9571475982666,8.7296781539917,14.521333694458008,16.376641273498535,16.993337631225586,19.197133197784417,3.0818151926296458,5.500970689865838,39.02439024390244,3.75,4.75,417.45,61479.2421875,139.89085388183594,878.960205078125,0.9999998211860657,0.9507922530174255,5,77,0.9390243902439024,0.06097560975609756,82,82,11.47197499868273,3.0818151926296458,0.19608408264915966
663,2014-08-31,CHIRPS,75993.0859375,101,22.444444444444443,752.4067993164062,13.67775871936966,-12.427069283888617,Tambacounda,Goudiry,Zone soudano-sahélienne,56.78373718261719,13.375,-11.875,Tambacounda,Goudiry,2.5,3.25,278.29999999999995,35.725956605212524,34.177425384521484,10.616071124668792,19.130847930908203,56.78373718261719,26.991127014160156,44.398223876953125,51.21620559692383,52.70875549316406,56.7810173034668,3.0876836860558403,5.325653418139779,47.524752475247524,2.5,3.25,278.29999999999995,75993.0859375,155.5292510986328,977.2191162109375,1.0000001192092896,1.2011444568634033,3,99,0.9801980198019802,0.0297029702970297,101,101,35.73015118576314,3.0876836860558403,0.17016220085560252
664,1998-09-18,CHIRPS,77447.03125,103,22.88888888888889,751.9129028320312,13.723307523877155,-14.351024110754883,Tambacounda,Tambacounda,Zone soudano-sahélienne,54.22005844116211,12.375,-16.375,Ziguinchor,Oussouye,3.25,5.0,361.78999999999996,25.770114417214995,24.388774871826172,6.548170041854767,15.129146575927734,54.22005844116211,21.197745323181152,28.53438949584961,34.604034423828125,37.56992874145507,48.04464569091799,2.5916652178908812,5.0177418113660295,26.21359223300971,3.25,5.0,361.78999999999996,77447.03125,157.01004028320312,986.523193359375,1.0000001192092896,1.4505192041397095,10,39,0.3786407766990291,0.0970873786407767,103,103,25.783080945820494,2.5916652178908812,0.13312051757374488
665,2004-05-29,CHIRPS,61739.6484375,82,18.22222222222222,752.9225463867188,13.377828469060573,-13.839284016901875,Tambacounda,Tambacounda,Zone soudanienne,19.054943084716797,12.875,-14.875,Kolda,Kolda,2.5,4.25,278.29999999999995,9.166000116162184,8.764078140258789,3.385098717531692,3.4062387943267822,19.054943084716797,7.310816287994385,11.173580884933472,13.148849964141847,14.97707476615906,18.38534063339233,2.9793498056268577,4.963196500945916,41.46341463414634,2.5,4.25,278.29999999999995,61739.6484375,140.18679809570312,880.8196411132812,1.0000001192092896,1.269486904144287,3,49,0.5975609756097561,0.036585365853658534,82,82,9.172225026267515,2.9793498056268577,0.20598125250710964
666,2022-09-17,CHIRPS,81063.3203125,108,24.0,750.5863037109375,14.005165321811946,-13.419163284336125,Tambacounda,Tambacounda,Zone soudano-sahélienne,40.5931396484375,13.625,-13.375,Tambacounda,Tambacounda,4.25,5.25,473.10999999999996,21.50539087366175,21.457176208496094,6.3072860707738,9.852167129516602,40.5931396484375,16.970618724822998,24.589033126831055,29.433691596984865,33.740091514587384,39.769785232543924,2.4134340772520124,4.456048085724421,18.51851851851852,4.25,5.25,473.10999999999996,81063.3203125,160.63392639160156,1009.292724609375,0.9999999403953552,1.1417838335037231,5,78,0.7222222222222222,0.046296296296296294,108,108,21.526846525369642,2.4134340772520124,0.16204543273141714
667,1983-07-06,CHIRPS,78438.515625,104,23.11111111111111,754.2164916992188,13.096450920100043,-14.640508789003201,Kolda,Médina Yoro Foulah,Zone soudanienne,40.53407669067383,12.625,-14.625,Kolda,Médina Yoro Foulah,1.75,4.5,194.81,25.60884654521942,24.683871269226074,5.23982561824214,15.055619239807129,40.53407669067383,21.77982187271118,28.78109359741211,32.583366012573244,34.39528923034668,40.33907417297363,2.5245305735332675,4.366124999016584,25.0,1.75,4.5,194.81,78438.515625,158.0118865966797,992.8179931640625,0.9999999403953552,2.4298439025878906,3,99,0.9519230769230769,0.028846153846153848,104,104,25.612797185867084,2.5245305735332675,0.1144902739701168
668,2009-10-24,CHIRPS,61814.8203125,82,18.22222222222222,753.8392944335938,12.961303199269283,-12.697829793140416,Kédougou,Salémata,Zone soudanienne,20.904699325561523,12.375,-13.875,Kolda,Vélingara,3.0,3.0,333.96,9.31947221988585,8.772727966308594,4.009714418752431,2.0638060569763184,20.904699325561523,6.049986124038696,11.739425420761108,14.530333232879643,15.684463024139404,19.17612161636352,2.7432953281542516,4.058192281224986,24.390243902439025,3.0,3.0,333.96,61814.8203125,140.27212524414062,881.3557739257812,0.9999999403953552,1.170827031135559,2,81,0.9878048780487805,0.024390243902439025,82,82,9.3304530319779,2.7432953281542516,0.2427240553588359
669,2023-07-14,CHIRPS,77467.828125,103,22.88888888888889,752.1148071289062,13.487641691603303,-13.221277646469478,Tambacounda,Tambacounda,Zone soudanienne,34.47896957397461,12.375,-13.875,Kolda,Vélingara,3.5,4.75,389.62,21.28801999508756,20.605308532714844,5.831298698932727,9.206331253051758,34.47896957397461,17.834028244018555,24.64453887939453,29.705006790161132,32.11982116699219,33.69156982421875,2.311128920330029,3.6235288565668036,9.70873786407767,3.5,4.75,389.62,77467.828125,157.0311279296875,986.6557006835938,0.9999999403953552,0.8759855031967163,6,95,0.9223300970873787,0.05825242718446602,103,103,21.31298658072162,2.311128920330029,0.15463354529944273
670,1993-10-31,CHIRPS,60437.01171875,81,18.0,746.1359252929688,15.514698097904331,-15.173789302665515,Louga,Linguère,Zone sahélienne,8.98194408416748,15.625,-15.125,Louga,Linguère,2.75,4.0,306.13,3.1796472867329917,2.9114410877227783,1.6531694215262065,0.4716167449951172,8.98194408416748,2.1385109424591064,3.6696622371673584,5.2284417152404785,5.903975009918213,8.763080406188966,6.032013155758409,12.389914661901782,82.71604938271605,2.75,4.0,306.13,60437.01171875,138.7000274658203,871.47802734375,1.0,1.5010285377502441,2,80,0.9876543209876543,0.024691358024691357,81,81,3.180079943530851,6.032013155758409,0.2730686827440456
671,1988-10-30,CHIRPS,60532.296875,81,18.0,747.3123168945312,15.103093081083694,-14.914318966922774,Kaffrine,Koungheul,Zone soudano-sahélienne,5.93666934967041,14.625,-16.875,Thiès,Thiès,2.25,5.75,250.46999999999997,2.5430364318100023,2.175936698913574,1.4151894692282052,0.42801928520202637,5.93666934967041,1.5021854639053345,3.394940137863159,4.661262512207031,5.0414323806762695,5.4715761184692395,4.893898821550267,10.645683884920617,77.77777777777777,2.25,5.75,250.46999999999997,60532.296875,138.809326171875,872.1647338867188,1.0,3.671701431274414,8,31,0.38271604938271603,0.09876543209876543,81,81,2.544441774562691,4.893898821550267,0.3148523573572639
672,1992-07-23,CHIRPS,61123.21875,82,18.22222222222222,745.4050903320312,15.716579248704369,-15.176093190319076,Louga,Linguère,Zone sahélienne,52.57500457763672,15.875,-16.375,Saint-Louis,Saint-Louis,4.0,4.5,445.28,21.119566138197737,19.159573554992676,7.655715232373241,11.832523345947266,52.57500457763672,16.228121280670166,23.3637752532959,29.1568941116333,40.823540878295915,46.46319454193114,3.447877742705727,10.041059469562411,40.24390243902439,4.0,4.5,445.28,61123.21875,139.48521423339844,876.4114990234375,0.9999999403953552,1.5106428861618042,6,77,0.9390243902439024,0.07317073170731707,82,82,21.122355774763307,3.447877742705727,0.1791263413753068
673,2023-10-13,CHIRPS,60305.81640625,81,18.0,744.5162353515625,15.87773764915606,-15.18641315747209,Louga,Linguère,Zone sahélienne,10.409860610961914,12.375,-12.375,Kédougou,Kédougou,1.75,5.5,194.81,5.727299805040713,5.926161289215088,2.0743081119655145,1.533880591392517,9.851840019226074,4.333490371704102,7.280106067657471,8.292401313781738,8.747452735900879,9.54039363861084,3.622331083366796,7.120206353428232,70.37037037037037,1.75,5.5,194.81,60305.81640625,138.54940795898438,870.5316162109375,0.9999999403953552,2.5226001739501953,3,78,0.9629629629629629,0.037037037037037035,81,81,5.7304531715906775,3.622331083366796,0.20660330867807142
674,1992-06-06,CHIRPS,61009.5234375,81,18.0,753.2039794921875,13.237319554251176,-12.80856846474243,Tambacounda,Goudiry,Zone soudanienne,34.916900634765625,12.375,-12.875,Kédougou,Kédougou,2.5,2.75,278.29999999999995,19.584346724145206,19.06610107421875,7.198513156326177,6.7693023681640625,34.916900634765625,14.220894813537598,24.3740177154541,29.025413513183594,32.40363311767578,33.468847656250006,3.1525751270927094,5.938041882836082,44.44444444444444,2.5,2.75,278.29999999999995,61009.5234375,139.3554229736328,875.595947265625,1.0000001192092896,0.9709504246711731,2,80,0.9876543209876543,0.024691358024691357,81,81,19.601716835827087,3.1525751270927094,0.21095155544389033
675,2010-09-20,CHIRPS,75011.328125,100,22.22222222222222,750.11328125,14.20737787981557,-15.147319882242991,Kaffrine,Kaffrine,Zone soudano-sahélienne,51.61198425292969,14.125,-16.625,Fatick,Foundiougne,3.75,5.75,417.45,23.93041910171509,21.871706008911133,8.16321078307396,12.090605735778809,51.61198425292969,18.887463569641113,27.41845178604126,34.400188827514654,39.351427459716795,48.16092350006105,2.73413884791879,5.44797436317651,34.0,3.75,5.75,417.45,75011.328125,154.52134704589844,970.8862915039062,1.0,1.5103949308395386,8,59,0.59,0.08,100,100,23.948038555428795,2.73413884791879,0.1854528715291115
676,2016-07-24,CHIRPS,78077.2109375,104,23.11111111111111,750.742431640625,14.098309582184426,-15.58068655652284,Kaolack,Guinguinéo,Zone soudano-sahélienne,51.17189025878906,13.125,-16.125,Sédhiou,Goudomp,3.75,5.5,417.45,26.230799775857193,24.699983596801758,7.932600122009759,15.198936462402344,51.17189025878906,20.50826072692871,29.4841890335083,37.526623535156254,42.45920658111571,48.577907943725585,2.657166181840957,5.17305862522976,34.61538461538461,3.75,5.5,417.45,78077.2109375,157.6475372314453,990.5287475585938,1.0,1.0218307971954346,8,94,0.9038461538461539,0.07692307692307693,104,104,26.24052572877298,2.657166181840957,0.16062152371543048
677,2007-08-27,CHIRPS,80021.3046875,107,23.77777777777778,747.8626708984375,14.95102207526167,-14.25881761848391,Matam,Ranérou,Zone soudano-sahélienne,38.14925003051758,15.625,-14.125,Matam,Ranérou,4.25,5.25,473.10999999999996,24.771230653067615,24.59351348876953,5.321907340117307,14.152294158935547,38.14925003051758,21.164423942565918,27.75541114807129,32.28223571777344,34.03221893310547,38.06705894470215,2.6042098109314473,5.137884555590604,35.51401869158879,4.25,5.25,473.10999999999996,80021.3046875,159.59815979003906,1002.7848510742188,0.9999999403953552,0.8659724593162537,9,76,0.7102803738317757,0.08411214953271028,107,107,24.777752322435013,2.6042098109314473,0.12098016716341675
678,1999-07-13,CHIRPS,71355.5859375,95,21.11111111111111,751.1114501953125,13.920203317083029,-12.333459769425566,Tambacounda,Goudiry,Zone soudano-sahélienne,28.252199172973633,13.375,-11.625,Tambacounda,Goudiry,3.75,2.5,417.45,20.163196282637745,20.715576171875,3.957435656268274,8.995102882385254,28.252199172973633,17.89881992340088,22.809818267822266,24.590969848632813,26.15328903198242,27.89915412902832,2.530582486759919,4.228656586079676,20.0,3.75,2.5,417.45,71355.5859375,150.70895385742188,946.9323120117188,0.9999999403953552,0.5880338549613953,3,92,0.968421052631579,0.031578947368421054,95,95,20.176812004290635,2.530582486759919,0.10931439164221879
679,2005-07-25,CHIRPS,92593.1875,123,27.333333333333332,752.7901611328125,13.436289048078006,-14.522458644391746,Kolda,Vélingara,Zone soudanienne,37.758636474609375,13.125,-14.375,Tambacounda,Tambacounda,4.25,4.5,473.10999999999996,25.018748981196705,23.958303451538086,5.1219009500740045,11.41530990600586,37.758636474609375,22.07895278930664,28.126009941101074,32.33787460327148,33.67579383850097,37.02586723327637,2.2332189615464335,3.9714953409405864,13.008130081300813,4.25,4.5,473.10999999999996,92593.1875,171.677978515625,1078.6845703125,1.0,1.0922317504882812,6,113,0.9186991869918699,0.04878048780487805,123,123,25.03297281036027,2.2332189615464335,0.11371298744026914
680,1993-07-25,CHIRPS,72694.3203125,97,21.555555555555557,749.4259643554688,14.554194666227795,-13.081396657368009,Tambacounda,Goudiry,Zone soudano-sahélienne,67.9007797241211,16.375,-11.375,Matam,Kanel,4.25,5.25,473.10999999999996,32.07839568619875,29.830821990966797,11.412819422279027,10.242546081542969,67.9007797241211,24.11691665649414,38.93435287475586,50.42913970947266,52.79407882690428,57.965905456542885,3.902050719009044,8.726025651334867,56.70103092783505,4.25,5.25,473.10999999999996,72694.3203125,152.1161346435547,955.7738647460938,1.0000001192092896,0.9263439178466797,2,74,0.7628865979381443,0.020618556701030927,97,97,32.07841029853182,3.902050719009044,0.19740167320145496
681,1983-09-28,CHIRPS,62251.51953125,83,18.444444444444443,750.018310546875,13.954254767071692,-14.666851954662496,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,38.381649017333984,12.625,-16.125,Sédhiou,Goudomp,4.25,5.25,473.10999999999996,20.49012224932751,20.048219680786133,7.127723688115697,7.586155414581299,38.381649017333984,16.237388610839844,24.005338668823242,31.036693191528315,34.897704696655275,38.30599708557129,3.2832529697402926,7.0812196688443185,40.963855421686745,4.25,5.25,473.10999999999996,62251.51953125,140.76673889160156,884.4635009765625,1.0,1.082467794418335,2,50,0.6024096385542169,0.024096385542168676,83,83,20.526193519281048,3.2832529697402926,0.19206641061173135
682,2012-10-03,CHIRPS,59744.796875,80,17.77777777777778,746.8099365234375,15.207105474611726,-15.224121041763832,Louga,Linguère,Zone soudano-sahélienne,23.77735137939453,15.125,-14.875,Kaffrine,Koungheul,2.5,4.75,278.29999999999995,12.327052330970764,11.376611709594727,5.308203700913243,4.637612342834473,23.77735137939453,7.74950098991394,15.329322576522827,20.71357955932617,22.622429275512694,23.496588325500486,3.3586704249438455,6.7394148906871925,48.75,2.5,4.75,278.29999999999995,59744.796875,137.9034423828125,866.472900390625,0.9999999403953552,1.2443718910217285,6,62,0.775,0.075,80,80,12.335795678935217,3.3586704249438455,0.24321164014625674
683,2017-05-28,CHIRPS,59954.8203125,80,17.77777777777778,749.4352416992188,13.74284267257999,-14.484875426540567,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.209711074829102,12.375,-13.125,Kédougou,Salémata,4.25,5.25,473.10999999999996,3.156462825834751,2.5616356134414673,2.752846719463925,0.2782667875289917,12.209711074829102,1.0413582623004913,4.076191067695618,7.06101007461548,9.964293241500853,11.532034378051753,3.1892203468336673,6.568858453643568,47.5,4.25,5.25,473.10999999999996,59954.8203125,138.14561462402344,867.9945068359375,1.0000001192092896,0.7473901510238647,9,69,0.8625,0.1125,80,80,3.168089661584192,3.1892203468336673,0.44617236118860215
684,2022-05-31,CHIRPS,60233.62109375,80,17.77777777777778,752.9202880859375,13.230750913224163,-12.219871970352578,Tambacounda,Goudiry,Zone soudanienne,25.744199752807617,13.625,-11.375,Kédougou,Saraya,3.0,3.0,333.96,13.825725015997886,13.829638481140137,6.489879691530495,2.5548038482666016,25.744199752807617,7.832185387611389,19.132163524627686,22.388345146179205,23.279857730865476,25.60773591995239,3.4611491178763942,6.406956292929165,62.5,3.0,3.0,333.96,60233.62109375,138.46644592285156,870.0103759765625,0.9999999403953552,0.9021605849266052,6,63,0.7875,0.075,80,80,13.843412595126253,3.4611491178763942,0.2703734511570668
685,2000-09-27,CHIRPS,59564.484375,80,17.77777777777778,744.5560302734375,15.914301326503418,-14.750096030303274,Louga,Linguère,Zone sahélienne,25.35869026184082,16.375,-16.375,Saint-Louis,Saint-Louis,3.25,5.0,361.78999999999996,13.404648494720458,12.450296401977539,3.7707040438026325,7.749311447143555,25.35869026184082,10.971533298492432,15.232677936553955,18.5275936126709,22.099280929565428,24.15572311401366,3.118166286611467,5.731255944790323,53.75,3.25,5.0,361.78999999999996,59564.484375,137.69517517089844,865.164306640625,1.000000238418579,1.9062854051589966,4,72,0.9,0.05,80,80,13.408066179174067,3.118166286611467,0.15091894299120545
686,2007-06-13,CHIRPS,59888.703125,80,17.77777777777778,748.6087646484375,14.479374458553096,-12.368795359043737,Tambacounda,Bakel,Zone soudano-sahélienne,27.04090118408203,13.875,-11.875,Tambacounda,Goudiry,3.5,4.25,389.62,11.301205614209175,9.437992095947266,5.733393467167932,3.7102015018463135,27.04090118408203,7.087924480438232,16.878958702087402,19.36963233947754,21.379644298553465,22.962097949981658,2.912788092581357,5.594193956212405,37.5,3.5,4.25,389.62,59888.703125,138.06942749023438,867.5158081054688,1.0,1.1007344722747803,3,76,0.95,0.0375,80,80,11.31955740520406,2.912788092581357,0.2820290926044666
687,2009-07-21,CHIRPS,65362.75390625,87,19.333333333333332,751.2960205078125,13.947965311960374,-14.292558691897252,Tambacounda,Tambacounda,Zone soudano-sahélienne,41.252620697021484,13.125,-14.125,Tambacounda,Tambacounda,3.5,5.25,389.62,24.016056214255848,24.047534942626953,5.718315910229269,11.343244552612305,41.252620697021484,20.004987716674805,27.177085876464844,31.4416316986084,34.13523216247559,39.26766311645508,2.7513312727176866,4.7139688809499445,34.48275862068966,3.5,5.25,389.62,65362.75390625,144.2415008544922,906.2960815429688,1.0000001192092896,1.389101266860962,5,79,0.9080459770114943,0.05747126436781609,87,87,24.026172008189075,2.7513312727176866,0.1316349281005973
688,2015-07-27,CHIRPS,84299.125,112,24.88888888888889,752.6707763671875,13.428840870397666,-13.880539234390017,Tambacounda,Tambacounda,Zone soudanienne,68.21228790283203,12.375,-15.875,Sédhiou,Goudomp,3.25,5.25,361.78999999999996,29.714085979121073,26.89480209350586,10.950076942426264,15.765368461608887,68.21228790283203,21.85403347015381,32.47022724151611,45.767870712280285,55.33996181488036,66.35463733673096,2.446295681851538,4.713411318906926,19.642857142857142,3.25,5.25,361.78999999999996,84299.125,163.80856323242188,1029.2396240234375,0.9999998807907104,1.9726386070251465,6,61,0.5446428571428571,0.05357142857142857,112,112,29.73581333090504,2.446295681851538,0.18675960104737444
