date,rank,year,month,phase,phase_description,day_of_year,coverage_points,coverage_percent,mean_precip,max_precip,min_precip,std_precip,mean_anomaly,max_anomaly,std_anomaly,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_extent_km,lon_extent_km,regions_affected,departments_affected,climate_zones_affected,intensity_concentration,spatial_dispersion,anomaly_severity,geographic_validation,cluster
1997-06-12,625,1997,6,Phase_1_debut,Début de saison,163,85,18.889,17.698072701341964,33.766,1.3855295181274414,8.798742802210237,2.870220107853066,4.329,0.5692593445498976,12.925,-13.356,Tambacounda,Tambacounda,Zone soudanienne,12.625,-12.625,Kédougou,Salémata,4.25,5.25,473.11,569.6215593966733,10,18,3,0.0146725449731015,740.4740261680337,2.1647292635019144,PASSED,5
1987-06-08,633,1987,6,Phase_1_debut,Début de saison,159,84,18.667,10.920091218891598,33.119,1.7797335386276243,6.947403032989719,4.469552649549492,10.305,2.0992982089191274,14.586,-13.814,Tambacounda,Koumpentoum,Zone soudano-sahélienne,13.875,-15.375,Kaffrine,Malem-Hodar,4.25,5.25,473.11,565.594023089229,9,18,3,0.0167232763957801,737.3802692330867,5.152275344090986,PASSED,0
1994-06-05,637,1994,6,Phase_1_debut,Début de saison,156,84,18.667,11.918274548791704,19.148,1.626355767250061,4.596330347216224,2.6788559136348726,5.782,0.632501733667133,13.434,-13.379,Tambacounda,Tambacounda,Zone soudanienne,12.625,-14.125,Kolda,Médina Yoro Foulah,4.0,5.25,445.28,568.4385475812,9,17,3,0.0136753454026632,722.07801768661,2.8909513029808376,PASSED,3
2010-06-21,639,2010,6,Phase_1_debut,Début de saison,172,84,18.667,18.16200718709401,32.873,3.0359628200531006,6.172734156438255,2.692810979052924,5.0,0.7057446669096176,13.349,-13.675,Tambacounda,Tambacounda,Zone soudanienne,13.375,-13.625,Tambacounda,Tambacounda,4.0,5.0,445.28,541.5623006365879,9,18,3,0.0132799058925879,701.1162576354894,2.5000192119408906,PASSED,3
2008-06-21,640,2008,6,Phase_1_debut,Début de saison,173,84,18.667,10.609733084837597,19.127,2.045562982559204,4.397891768836036,2.275991433106158,4.249,0.3414279247548792,14.49,-12.592,Tambacounda,Goudiry,Zone soudano-sahélienne,13.625,-11.875,Tambacounda,Goudiry,3.75,4.75,417.45,511.9494896064662,7,14,3,0.0139502684428489,660.5730811449414,2.1243272047474524,PASSED,1
1997-05-09,644,1997,5,Phase_1_debut,Début de saison,129,83,18.444,8.321455930550414,37.99,0.2187614291906356,9.384746907860585,4.218486413054703,10.57,1.9736976299722733,12.716,-12.694,Kédougou,Salémata,Zone soudanienne,12.375,-12.375,Kédougou,Kédougou,2.25,4.75,250.47,515.8000187192247,5,11,2,0.0273720607689562,573.3976647728891,5.284953551716383,PASSED,5
2001-06-06,650,2001,6,Phase_1_debut,Début de saison,157,83,18.444,16.510490957512914,29.464,4.814449787139893,5.332210925375419,3.60076344350436,6.549,1.1023419437984403,13.503,-14.193,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.125,-14.875,Kolda,Kolda,2.5,5.0,278.3,541.2133250107121,6,15,2,0.0133048492453714,608.574355343413,3.2745099867893885,PASSED,3
2021-06-09,655,2021,6,Phase_1_debut,Début de saison,160,83,18.444,15.195369306817112,33.75,4.579046249389648,6.246637664496069,2.5565351819816406,4.549,0.5840490817341633,13.42,-13.131,Tambacounda,Tambacounda,Zone soudanienne,12.875,-11.625,Kédougou,Saraya,2.75,5.0,306.13,541.4022186510346,8,18,2,0.0140842595569992,621.9581501075958,2.2746123592886294,PASSED,3
2005-05-21,661,2005,5,Phase_1_debut,Début de saison,141,82,18.222,3.2951925920277105,13.123,0.1646866798400879,2.6617494898019767,3.8782823971918376,6.7,1.2239900335554093,13.584,-13.709,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.625,-13.625,Tambacounda,Tambacounda,2.0,4.75,222.64,513.9777750416971,9,19,2,0.020152296802948,560.1265245900371,3.3502219125746047,PASSED,2
2004-05-29,665,2004,5,Phase_1_debut,Début de saison,150,82,18.222,9.166000116162184,19.055,3.4062387943267822,3.385098717531692,2.9793498056268577,4.963,0.7415592773081809,13.38,-13.838,Tambacounda,Tambacounda,Zone soudanienne,12.875,-14.875,Kolda,Kolda,2.5,4.25,278.3,460.26866485502165,6,14,2,0.0138584162822374,537.8644128959679,2.481598250472958,PASSED,3
1992-06-06,674,1992,6,Phase_1_debut,Début de saison,158,81,18.0,19.58434672414521,34.917,6.769302368164063,7.198513156326177,3.1525751270927094,5.938,0.8821317269492355,13.239,-12.808,Tambacounda,Goudiry,Zone soudanienne,12.375,-12.875,Kédougou,Kédougou,2.5,2.75,278.3,297.99380028368506,4,9,2,0.0140136266319107,407.73911735325663,2.969020941418041,PASSED,3
2017-05-28,683,2017,5,Phase_1_debut,Début de saison,148,80,17.778,3.156462825834751,12.21,0.2782667875289917,2.752846719463925,3.189220346833668,6.569,1.0284039343295035,13.748,-14.484,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-13.125,Kédougou,Salémata,4.25,5.25,473.11,567.6871625276746,9,17,3,0.022007639703874,738.9869937953729,3.284429226821784,PASSED,3
2022-05-31,684,2022,5,Phase_1_debut,Début de saison,151,80,17.778,13.825725015997886,25.744,2.5548038482666016,6.489879691530495,3.4611491178763942,6.407,0.9458921333290418,13.233,-12.219,Tambacounda,Goudiry,Zone soudanienne,13.625,-11.375,Kédougou,Saraya,3.0,3.0,333.96,325.092491432487,4,9,2,0.01525427611121,466.0626582588243,3.2034781464645823,PASSED,4
2007-06-13,686,2007,6,Phase_1_debut,Début de saison,164,80,17.778,11.301205614209175,27.041,3.7102015018463135,5.733393467167932,2.912788092581357,5.594,0.7064756584591617,14.482,-12.369,Tambacounda,Bakel,Zone soudano-sahélienne,13.875,-11.875,Tambacounda,Goudiry,3.5,4.25,389.62,458.07688707685554,5,8,3,0.0157172436650095,601.3635912233316,2.7970969781062025,PASSED,3
1999-05-19,694,1999,5,Phase_1_debut,Début de saison,139,79,17.556,4.312551267162154,12.241,0.4300621151924133,3.042821117895609,4.779063736204801,9.773,1.803395594189564,12.995,-14.197,Kolda,Vélingara,Zone soudanienne,12.375,-14.625,Kolda,Médina Yoro Foulah,2.75,3.5,306.13,379.6412754489272,6,13,2,0.0189599203894201,487.6915789200058,4.886660368737942,PASSED,1
1988-06-21,701,1988,6,Phase_1_debut,Début de saison,173,79,17.556,14.81736955159827,26.531,4.816509246826172,4.948298252793542,2.877059467080934,5.056,0.8349345092794974,14.186,-13.686,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.625,-14.125,Tambacounda,Tambacounda,4.0,4.75,445.28,512.64470873814,7,14,3,0.0140699278664298,679.027892392656,2.528149201913388,PASSED,3
2022-06-20,704,2022,6,Phase_1_debut,Début de saison,171,79,17.556,6.1860181651537935,10.045,1.6044132709503174,2.2348995810395818,2.9405781225214063,4.385,0.5378175411254525,15.907,-12.748,Matam,Matam,Zone sahélienne,15.625,-13.375,Matam,Matam,2.0,5.75,222.64,615.5787125746161,4,6,2,0.0143104428263668,654.6034843227783,2.1925385786410674,PASSED,4
2014-06-01,720,2014,6,Phase_1_debut,Début de saison,152,77,17.111,11.39162683177304,17.982,3.257574796676636,3.290110345418876,2.813906088146368,5.821,0.7477446786816899,13.447,-12.776,Tambacounda,Goudiry,Zone soudanienne,12.375,-12.375,Kédougou,Kédougou,2.5,3.25,278.3,351.871385509914,4,10,2,0.0140703378302802,448.62496002024506,2.9103800888276448,PASSED,3
1989-06-04,721,1989,6,Phase_1_debut,Début de saison,155,77,17.111,12.23512502769371,23.083,4.506077766418457,3.588900518815579,2.8697684988995027,5.478,0.6959018874805202,13.169,-14.927,Kolda,Kolda,Zone soudanienne,12.875,-15.125,Kolda,Kolda,1.75,3.25,194.81,352.2764242116307,7,16,2,0.014104430032564,402.55386304081446,2.7389460470201974,PASSED,1
1987-06-10,728,1987,6,Phase_1_debut,Début de saison,161,76,16.889,19.28411124254528,65.991,0.7604228258132935,13.690000263186077,3.679479003783642,12.035,2.260155266476509,13.348,-14.411,Tambacounda,Tambacounda,Zone soudanienne,13.875,-14.625,Kaffrine,Malem-Hodar,4.0,4.5,445.28,487.4072832228519,9,19,3,0.0197891243260371,660.1818999250747,6.017380736569837,PASSED,0
1998-06-13,729,1998,6,Phase_1_debut,Début de saison,164,76,16.889,6.680140902337275,22.81,0.8150544166564941,5.783308913259819,3.5928436538512964,8.953,1.5717761396144465,14.794,-12.732,Tambacounda,Bakel,Zone soudano-sahélienne,13.875,-12.125,Tambacounda,Goudiry,3.5,5.75,389.62,618.8723679217513,7,13,3,0.0230199616050052,731.3048216387442,4.476520026104647,PASSED,0
2013-06-08,735,2013,6,Phase_1_debut,Début de saison,159,76,16.889,14.606395897112394,24.734,5.785892486572266,5.115224789368897,2.7481135742938774,4.534,0.6055402968382896,13.704,-12.542,Tambacounda,Goudiry,Zone soudano-sahélienne,13.625,-11.875,Tambacounda,Goudiry,2.75,4.75,306.13,513.7166954411069,6,13,2,0.0147716204512334,598.0137300262687,2.267212276193236,PASSED,3
1993-06-06,738,1993,6,Phase_1_debut,Début de saison,157,76,16.889,14.869458041693036,22.422,7.871522426605225,3.413840798457245,2.6252576881438063,3.991,0.4543335626567289,13.329,-13.875,Tambacounda,Tambacounda,Zone soudanienne,13.375,-13.625,Tambacounda,Tambacounda,2.25,4.75,250.47,514.5269779559958,4,11,2,0.0138514525312296,572.252770810924,1.9953675578854464,PASSED,3
2023-06-29,740,2023,6,Phase_1_debut,Début de saison,180,76,16.889,17.150281717902736,30.981,7.993452072143555,5.1713561099026535,2.672211616749768,3.849,0.4461560083880322,14.139,-12.001,Tambacounda,Goudiry,Zone soudano-sahélienne,12.875,-11.375,Kédougou,Saraya,4.0,1.75,445.28,188.9080802822373,3,6,3,0.0143542296617862,483.6946806053589,1.9242560606386263,PASSED,0
2000-06-02,741,2000,6,Phase_1_debut,Début de saison,154,76,16.889,14.156502522920308,20.871,6.724360466003418,3.312484023796236,2.585257300232226,3.707,0.4178398403337973,13.141,-12.799,Tambacounda,Goudiry,Zone soudanienne,12.625,-12.625,Kédougou,Salémata,2.0,3.0,222.64,325.21427982737225,3,7,2,0.0138783085826251,394.1229479694584,1.8533104127167923,PASSED,1
1989-06-23,742,1989,6,Phase_1_debut,Début de saison,174,75,16.667,24.69147380828857,50.47,6.9405927658081055,8.170731732583759,4.636354370691774,9.67,1.7119981301559468,14.099,-12.333,Tambacounda,Goudiry,Zone soudano-sahélienne,14.375,-12.625,Tambacounda,Goudiry,2.75,4.75,306.13,512.8408257085692,4,7,3,0.014793379583892,597.2614926800883,4.835243267362823,PASSED,1
2012-05-18,744,2012,5,Phase_1_debut,Début de saison,139,75,16.667,5.22231614291668,15.589,0.2058922201395034,4.189250676466453,3.533958927794065,6.53,1.1260025708819974,12.656,-13.186,Kédougou,Salémata,Zone soudanienne,12.375,-12.625,Kédougou,Kédougou,4.25,5.0,473.11,543.0765075582962,7,15,2,0.021913290411518,720.25353561209,3.265192653645037,PASSED,0
2007-06-19,748,2007,6,Phase_1_debut,Début de saison,170,75,16.667,15.884509105682373,27.361,7.045161724090576,4.872165075421702,2.352685918778239,3.041,0.282289095371016,13.377,-12.982,Tambacounda,Tambacounda,Zone soudanienne,12.375,-11.625,Kédougou,Saraya,2.5,4.75,278.3,514.422826994917,9,15,2,0.0145877306877851,584.8775322629024,1.520265221496704,PASSED,3
2009-05-15,750,2009,5,Phase_1_debut,Début de saison,135,74,16.444,6.268627608950074,15.279,0.1700884699821472,3.686840729366276,5.257309516628586,11.601,2.159504560356753,13.042,-13.416,Tambacounda,Tambacounda,Zone soudanienne,12.375,-13.625,Kolda,Vélingara,3.25,5.0,361.79,542.2418718801576,5,12,3,0.0181879804387214,651.8575422840464,5.800301818531016,PASSED,0
2006-06-27,752,2006,6,Phase_1_debut,Début de saison,178,74,16.444,10.971906948733974,19.992,3.3915908336639404,4.370704892876819,4.399607648393515,9.583,2.1136253213659804,16.013,-13.535,Matam,Matam,Zone sahélienne,16.375,-13.625,Matam,Matam,1.5,4.0,166.98,428.0022710628968,3,6,2,0.0156579195306005,459.4216607805648,4.791589385530161,PASSED,0
1988-05-26,753,1988,5,Phase_1_debut,Début de saison,147,74,16.444,14.36703558870264,34.651,2.620664596557617,7.323345072487353,4.789895434050518,8.811,1.8624374800396128,13.186,-12.755,Tambacounda,Goudiry,Zone soudanienne,13.375,-11.625,Tambacounda,Goudiry,1.75,5.0,194.81,541.924019136542,5,9,2,0.0170246922831761,575.8754866382603,4.40538311692867,PASSED,3
2005-05-16,754,2005,5,Phase_1_debut,Début de saison,136,74,16.444,1.8241984934822928,10.415,0.2014064639806747,2.1619947508939594,3.173474394354922,7.152,1.260488095726743,13.991,-12.406,Tambacounda,Goudiry,Zone soudano-sahélienne,13.125,-12.125,Tambacounda,Goudiry,3.5,2.25,389.62,243.03959879436968,2,5,3,0.0324951374626671,459.2079931328811,3.5758818758218007,PASSED,2
1984-06-16,756,1984,6,Phase_1_debut,Début de saison,168,74,16.444,18.16560514553173,43.634,4.837641716003418,8.169822544922775,3.2048224756217354,6.804,1.2089298098567884,13.498,-14.3,Tambacounda,Tambacounda,Zone soudanienne,12.625,-15.625,Sédhiou,Sédhiou,2.25,5.5,250.47,595.3483287735061,10,18,2,0.01624685433323,645.8907455829172,3.402180560280585,PASSED,4
2009-06-29,758,2009,6,Phase_1_debut,Début de saison,180,74,16.444,12.575553249668433,19.655,5.0597734451293945,3.092304781566087,3.5127510257119314,6.583,1.19495297698088,15.819,-12.305,Matam,Kanel,Zone sahélienne,16.375,-11.875,Matam,Matam,2.0,3.0,222.64,321.3120127142124,2,4,2,0.0143306200095621,390.9091708146,3.291580532489377,PASSED,3
1997-06-27,770,1997,6,Phase_1_debut,Début de saison,178,73,16.222,10.612467003195253,32.633,1.1950563192367554,5.280009625273282,4.108489535366956,8.467,1.5911209615139152,16.073,-13.403,Matam,Matam,Zone sahélienne,16.375,-11.375,Matam,Kanel,1.75,5.0,194.81,534.843120422712,3,7,2,0.0170895213936799,569.2170913256678,4.233325640281321,PASSED,5
2006-06-21,790,2006,6,Phase_1_debut,Début de saison,172,72,16.0,20.563348333040874,33.498,12.01483154296875,4.704281777331759,2.7259750821020794,4.172,0.5165688043206538,12.956,-14.165,Kolda,Vélingara,Zone soudanienne,12.375,-11.625,Kédougou,Saraya,2.0,5.25,222.64,569.5526777927261,6,13,2,0.0146157752053899,611.5217274090634,2.0860784841036626,PASSED,0
2005-06-13,793,2005,6,Phase_1_debut,Début de saison,164,72,16.0,17.51291032632192,30.151,7.554205894470215,5.295101791185164,2.47418646106403,3.716,0.3684346424064065,13.265,-12.293,Tambacounda,Goudiry,Zone soudanienne,12.375,-11.625,Kédougou,Saraya,2.5,2.25,278.3,243.78713731173085,3,7,2,0.0151585841020113,369.9770954142279,1.857952944668156,PASSED,2
1989-06-06,795,1989,6,Phase_1_debut,Début de saison,157,71,15.778,15.737331266134555,31.553,1.0934414863586426,6.897794558517101,4.180777028682303,8.149,1.3696304561949866,13.969,-14.235,Tambacounda,Tambacounda,Zone soudano-sahélienne,14.125,-13.875,Tambacounda,Tambacounda,2.25,4.75,250.47,513.1330085290924,8,14,2,0.0167903338089441,570.9997435186531,4.074485906978931,PASSED,1
2003-06-25,800,2003,6,Phase_1_debut,Début de saison,176,71,15.778,17.366756291456625,29.017,10.934661865234377,4.239894960295931,2.501718965279824,3.919,0.4250603468932724,13.523,-13.425,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-15.125,Sédhiou,Bounkiling,2.5,4.75,278.3,514.1106649618082,7,15,2,0.0149239949146054,584.6029923289587,1.959318299557409,PASSED,3
2004-06-14,810,2004,6,Phase_1_debut,Début de saison,166,70,15.556,15.15552144731794,27.865,6.301000595092773,5.124081099142714,3.086328211440211,4.817,0.685028283881412,13.743,-15.453,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,13.625,-15.125,Kaffrine,Malem-Hodar,2.5,2.25,278.3,243.29895586553616,8,16,2,0.0159187368381409,369.65560287619087,2.4086413164900264,PASSED,3
1984-06-01,814,1984,6,Phase_1_debut,Début de saison,153,69,15.333,5.459826440914817,15.351,0.6951743364334106,3.5087616334328025,4.469582234386673,17.676,2.9348692937576524,14.478,-13.72,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-13.125,Kédougou,Salémata,4.25,5.5,473.11,592.8160051186186,9,19,3,0.0204782609339062,758.4615207278468,8.837785545210656,PASSED,4
2008-05-15,815,2008,5,Phase_1_debut,Début de saison,136,69,15.333,10.24187775193781,26.833,0.8398211598396301,6.266523723904254,4.262311107833884,10.829,2.006448281984821,12.993,-12.5,Kédougou,Salémata,Zone soudanienne,13.125,-12.375,Tambacounda,Goudiry,4.25,3.75,473.11,406.76238310100575,5,10,3,0.0199183203630291,623.9300431987623,5.414525760875301,PASSED,1
1999-05-18,816,1999,5,Phase_1_debut,Début de saison,138,69,15.333,3.5295711570027946,8.946,0.2747425138950348,1.9404822747238075,4.359851573092209,9.367,2.070893112917755,13.731,-12.766,Tambacounda,Goudiry,Zone soudano-sahélienne,12.875,-13.125,Kédougou,Salémata,2.75,3.0,306.13,324.41600238775294,4,7,2,0.0188732808676384,446.0508050998793,4.68374691571241,PASSED,1
2017-06-09,817,2017,6,Phase_1_debut,Début de saison,160,69,15.333,18.459901560907777,32.074,3.1205999851226807,6.814456761427102,3.221570234106878,8.91,1.0332886562572037,13.536,-13.3,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.125,-13.625,Tambacounda,Tambacounda,4.25,3.0,473.11,324.6830308734022,4,7,3,0.0164676969071333,573.8049607986486,4.4550184238131605,PASSED,3
2003-06-08,822,2003,6,Phase_1_debut,Début de saison,159,69,15.333,25.453280773715697,43.383,4.6248273849487305,9.498439168797985,4.469277023120578,7.185,1.387595000676186,12.909,-15.139,Kolda,Kolda,Zone soudanienne,12.375,-15.625,Sédhiou,Goudomp,2.25,5.0,250.47,542.532813040013,5,15,2,0.0165109706427741,597.5592655807119,3.592251460339971,PASSED,3
1999-06-14,827,1999,6,Phase_1_debut,Début de saison,165,69,15.333,16.34762131995049,31.107,2.4481546878814697,5.3882787134636345,2.8270848752556272,4.8,0.6503659077016616,13.37,-15.042,Kolda,Kolda,Zone soudanienne,12.625,-16.375,Ziguinchor,Ziguinchor,4.25,4.25,473.11,460.2870547236303,10,19,3,0.0160672507589833,660.0736589549338,2.4000134307614425,PASSED,1
2005-06-17,829,2005,6,Phase_1_debut,Début de saison,168,69,15.333,4.518390909485195,11.646,0.8442949056625366,2.677845335471501,3.069586352279789,4.467,0.7607910416655037,15.21,-15.77,Louga,Louga,Zone soudano-sahélienne,15.125,-15.625,Louga,Linguère,3.0,3.0,333.96,322.262009189129,8,16,2,0.0195831814737991,464.09274504576587,2.233605930822176,PASSED,2
2002-05-16,835,2002,5,Phase_1_debut,Début de saison,136,68,15.111,4.871367513914318,20.608,0.1460880786180496,4.636814031066481,4.01406328861333,8.116,1.5780832019584985,13.435,-12.634,Tambacounda,Goudiry,Zone soudanienne,13.125,-12.125,Tambacounda,Goudiry,3.5,3.25,389.62,351.8890286668536,4,9,3,0.0280296991370912,525.0044027159217,4.057879997482528,PASSED,3
1987-06-17,839,1987,6,Phase_1_debut,Début de saison,168,68,15.111,11.500017418580896,27.815,2.643214702606201,5.926724379300603,3.1334960729441,4.879,0.7204052790943974,13.93,-15.673,Kaolack,Nioro du Rip,Zone soudano-sahélienne,12.875,-16.375,Ziguinchor,Bignona,3.75,3.0,417.45,324.13874647959096,9,15,3,0.0186118042322263,528.517211256512,2.439673125808656,PASSED,0
1986-05-06,844,1986,5,Phase_1_debut,Début de saison,126,67,14.889,2.072553073514753,9.366,0.1042751669883728,2.3240318985340624,5.816786731482704,17.957,3.8509459242874025,13.221,-13.775,Tambacounda,Tambacounda,Zone soudanienne,12.625,-14.875,Kolda,Kolda,4.25,5.0,473.11,541.8478295640932,6,11,3,0.0336925110380976,719.3275560572656,8.978284131838121,PASSED,3
1992-05-04,845,1992,5,Phase_1_debut,Début de saison,125,67,14.889,1.902616040475333,6.181,0.1103746891021728,1.613666476272131,3.683144843344024,8.846,1.516516380537962,13.313,-13.035,Tambacounda,Tambacounda,Zone soudanienne,12.375,-14.625,Kolda,Médina Yoro Foulah,4.25,3.75,473.11,406.2309868692213,5,10,3,0.0256615694204436,623.5837371137428,4.423134060824865,PASSED,3
2014-05-25,848,2014,5,Phase_1_debut,Début de saison,145,67,14.889,9.3154401538977,19.608,0.8298549056053162,5.484034560695083,2.992976938245354,4.788,0.6930108204793078,13.031,-12.147,Tambacounda,Goudiry,Zone soudanienne,13.375,-11.625,Tambacounda,Goudiry,2.5,2.25,278.3,244.01980283755216,3,7,2,0.0200980911406901,370.1304459097871,2.393896848763195,PASSED,3
2008-06-16,849,2008,6,Phase_1_debut,Début de saison,168,67,14.889,7.801018376848591,14.39,3.2820937633514404,2.7452913988713985,2.7846190339766927,4.389,0.5313747015815263,15.031,-13.435,Matam,Kanel,Zone soudano-sahélienne,14.625,-11.875,Tambacounda,Bakel,2.25,5.5,250.47,591.3127379247502,7,14,2,0.0167737881768373,642.1728557704026,2.194678007646593,PASSED,1
2006-05-23,855,2006,5,Phase_1_debut,Début de saison,143,66,14.667,6.122165328625477,12.387,0.7051464915275574,2.9464847288297102,3.5262478383591933,6.482,1.0805489431449231,13.63,-12.38,Tambacounda,Goudiry,Zone soudano-sahélienne,13.375,-11.875,Tambacounda,Goudiry,3.25,2.5,361.79,270.46198080508736,3,6,3,0.0186610886870819,451.7097418403896,3.240999309912771,PASSED,0
2007-05-27,868,2007,5,Phase_1_debut,Début de saison,147,65,14.444,7.401067007046479,13.929,0.3738241493701935,3.9742943124561614,2.809097832713626,6.558,0.8015468570866229,12.953,-13.118,Tambacounda,Tambacounda,Zone soudanienne,12.875,-12.125,Kédougou,Salémata,4.25,4.75,473.11,515.3143255273202,8,15,3,0.019820885906622,699.5583725420466,3.2791865321218,PASSED,3
1987-06-11,870,1987,6,Phase_1_debut,Début de saison,162,65,14.444,16.235996209658108,28.587,4.507849216461182,5.747007122175021,2.892499445201129,5.602,0.790769169512618,13.541,-14.066,Tambacounda,Tambacounda,Zone soudano-sahélienne,14.375,-14.125,Tambacounda,Koumpentoum,2.5,4.25,278.3,459.95957131381925,7,14,2,0.0173121945856849,537.5999349476266,2.8007962312341763,PASSED,0
1997-06-14,874,1997,6,Phase_1_debut,Début de saison,165,65,14.444,18.558031430611244,31.136,3.5149025917053223,7.136409203018861,2.8062646129422983,4.706,0.6551968334301927,13.188,-12.267,Tambacounda,Goudiry,Zone soudanienne,12.875,-11.375,Kédougou,Saraya,4.0,2.5,445.28,270.9605174441459,4,9,3,0.0176596202025066,521.2426337739454,2.353235756882439,PASSED,5
2019-06-13,876,2019,6,Phase_1_debut,Début de saison,164,65,14.444,10.036743590923455,29.69,0.4022450745105743,10.214800563258592,2.925734068422488,4.67,0.5620466259250743,13.053,-12.519,Tambacounda,Goudiry,Zone soudanienne,12.375,-12.375,Kédougou,Kédougou,4.25,5.5,473.11,596.4395604874215,5,11,3,0.0313199346187097,761.2970588505045,2.3350273924554688,PASSED,3
1994-06-17,877,1994,6,Phase_1_debut,Début de saison,168,65,14.444,13.663760596055251,35.122,2.5047786235809326,6.467696610640079,2.6077193221000297,4.248,0.4606053798666559,13.759,-12.099,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-11.625,Kédougou,Saraya,4.25,4.75,473.11,513.5968678294134,4,7,3,0.0188316483316771,698.2942110201,2.1238925815792022,PASSED,3
2012-06-30,880,2012,6,Phase_1_debut,Début de saison,182,65,14.444,12.342117012464085,23.166,2.226829767227173,4.046591289512116,2.5314620339801395,3.677,0.4018529052010081,14.961,-14.468,Kaffrine,Koungheul,Zone soudano-sahélienne,14.625,-13.625,Tambacounda,Tambacounda,3.25,4.0,361.79,430.1850261369146,9,15,3,0.0170384268901991,562.0953340180987,1.8382831759756493,PASSED,0
1989-06-02,881,1989,6,Phase_1_debut,Début de saison,153,64,14.222,7.280289730988443,13.28,0.7678380012512207,3.518253975755333,5.170078146676307,16.308,4.141832672890402,13.614,-15.441,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,13.125,-14.875,Kolda,Kolda,3.75,3.5,417.45,378.6727108254904,12,24,3,0.0192740269763274,563.6111581125107,8.154123855105304,PASSED,1
1998-05-19,882,1998,5,Phase_1_debut,Début de saison,139,64,14.222,10.936312967911364,20.297,0.8872464895248413,5.171944326349796,4.775728881837269,8.654,1.7141374859929612,13.05,-12.558,Tambacounda,Goudiry,Zone soudanienne,13.625,-11.625,Tambacounda,Goudiry,2.25,3.25,250.47,352.44597974385766,4,9,2,0.0191195064656409,432.3810718496564,4.327122758053297,PASSED,0
2011-06-21,891,2011,6,Phase_1_debut,Début de saison,172,64,14.222,6.654912607744336,20.005,1.568463921546936,5.14824252840022,2.8005751933419845,4.351,0.575512987889283,14.647,-13.701,Tambacounda,Koumpentoum,Zone soudano-sahélienne,12.375,-16.125,Sédhiou,Goudomp,4.25,5.75,473.11,619.2886097284073,6,12,3,0.0249758977558982,779.3275592710318,2.17525491276626,PASSED,1
2022-05-26,900,2022,5,Phase_1_debut,Début de saison,146,63,14.0,6.704693381748502,14.814,1.1404246091842651,3.3087586174564687,3.3062423905318203,6.463,1.0161069094096828,12.812,-14.18,Kolda,Vélingara,Zone soudanienne,12.375,-13.125,Kédougou,Salémata,3.5,5.0,389.62,542.7425573647324,7,15,3,0.0197387481927589,668.1116807464227,3.2317125368584096,PASSED,4
1989-06-01,913,1989,6,Phase_1_debut,Début de saison,152,62,13.778,7.404098429506825,16.583,0.3537590801715851,4.643934284967101,3.4865001911324462,12.41,1.680839178504794,13.545,-14.134,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.875,-15.375,Kolda,Kolda,4.25,5.25,473.11,568.1744490554953,9,16,3,0.0224740972423061,739.3613913773938,6.204939666591335,PASSED,1
2010-06-25,924,2010,6,Phase_1_debut,Début de saison,176,62,13.778,16.637508153915405,25.796,7.738174915313721,4.097647866441866,2.3544091674997363,3.028,0.262850993952569,13.424,-13.318,Tambacounda,Tambacounda,Zone soudanienne,12.375,-12.875,Kédougou,Kédougou,3.25,3.75,361.79,406.04489304507337,5,12,3,0.0171073975028499,543.8423144446238,1.5142433521713012,PASSED,3
2013-06-01,926,2013,6,Phase_1_debut,Début de saison,152,61,13.556,7.761590645938623,16.107,0.253713309764862,4.09114745137196,7.747617354678306,20.0,5.581283779867225,13.661,-15.99,Kaffrine,Birkelane,Zone soudano-sahélienne,13.375,-16.625,Ziguinchor,Bignona,3.5,4.75,389.62,513.8101801905718,11,24,3,0.0209481340765867,644.8291522895564,10.0,PASSED,3
1987-05-18,927,1987,5,Phase_1_debut,Début de saison,138,61,13.556,8.211238132148493,16.723,0.2822253704071045,4.531474790402514,4.659948545820859,11.952,1.8807639713273867,12.881,-13.121,Kédougou,Salémata,Zone soudanienne,12.375,-13.375,Kédougou,Salémata,2.5,2.75,278.3,298.4257136468757,4,9,2,0.0213861028013939,408.0548852521522,5.975772716541638,PASSED,0
1994-06-21,932,1994,6,Phase_1_debut,Début de saison,172,61,13.556,10.729366353300753,16.781,2.785163164138794,3.4094871472613804,3.5813628795778936,5.683,0.9883663587408504,14.658,-15.862,Diourbel,Mbacké,Zone soudano-sahélienne,14.375,-15.625,Kaolack,Guinguinéo,2.25,2.5,250.47,269.24193443820104,8,18,2,0.0180488318754818,367.7314807250999,2.8416498722419887,PASSED,3
